,Year,Country,Population,Gas consumption,Coal consumption,Oil consumption,FossilFuelGrowth,CoalGrowth,GasGrowth,OilGrowth,AverageTemperature,AverageTemperatureUncertainty,TempMinus1,TempMinus2,TempMinus5
702,1991,Hong Kong,5800000.0,416300000.0,10620000.0,7712000.0,5.032,5.047,0.0,-0.016,23.334751,0.242,23.260584,23.07625,22.912
769,1992,Hong Kong,5865000.0,466800000.0,11400000.0,8803000.0,25.540000000000003,4.14,0.0,21.399,22.63225,0.30900002,23.334751,23.260584,23.584583
844,1993,Hong Kong,5928000.0,492200000.0,12410000.0,9169000.0,15.573,11.549,0.0,4.025,22.82825,0.26483333,22.63225,23.334751,22.842916
920,1994,Hong Kong,6000000.0,531400000.0,9585000.0,10460000.0,-17.409,-24.167,0.0,6.758,23.23875,0.28108335,22.82825,22.63225,23.07625
996,1995,Hong Kong,6084000.0,563300000.0,9725000.0,10800000.0,12.588,4.71,0.304,7.574000000000001,22.548916,0.27408335,23.23875,22.82825,23.260584
1072,1996,Hong Kong,6186000.0,1864000000.0,8060000.0,10630000.0,-0.09000000000000001,-16.736,18.965,-2.319,22.866833,0.28816667,22.548916,23.23875,23.334751
1148,1997,Hong Kong,6300000.0,2944000000.0,6087000.0,10730000.0,2.102,-7.56,10.818,-1.156,23.00175,0.23058334,22.866833,22.548916,22.63225
1224,1998,Hong Kong,6417000.0,2744000000.0,7223000.0,11150000.0,3.541,9.932,-1.861,-4.53,23.737833,0.23025,23.00175,22.866833,22.82825
1300,1999,Hong Kong,6522000.0,3029000000.0,6090000.0,16780000.0,2.388,-7.375,2.8989999999999996,6.864,23.3985,0.22883333,23.737833,23.00175,23.23875
1376,2000,Hong Kong,6606000.0,2698000000.0,6879000.0,15110000.0,8.854,7.035999999999999,-2.988,4.805,23.2015,0.22158334,23.3985,23.737833,22.548916
1452,2001,Hong Kong,6665000.0,2723000000.0,8033000.0,14640000.0,51.945,29.239,0.26,22.447,23.367916,0.218,23.2015,23.3985,22.866833
1528,2002,Hong Kong,6702000.0,2588000000.0,8718000.0,15280000.0,-5.988,-17.7,-1.4189999999999998,13.131,23.598583,0.25166667,23.367916,23.2015,23.00175
1604,2003,Hong Kong,6725000.0,1922000000.0,10680000.0,15520000.0,7.973,16.627,-9.63,0.976,23.417,0.30441666,23.598583,23.367916,23.737833
1680,2004,Hong Kong,6745000.0,2524000000.0,10690000.0,17750000.0,30.122,-5.209,7.713,27.617,23.247417,0.24225,23.417,23.598583,23.3985
1756,2005,Hong Kong,6770000.0,3070000000.0,10820000.0,16660000.0,-11.436,6.456,0.058,-17.95,23.056917,0.20875,23.247417,23.417,23.2015
1832,2006,Hong Kong,6802000.0,2999000000.0,11400000.0,17910000.0,15.660000000000002,-0.128,2.438,13.35,23.536,0.27116668,23.056917,23.247417,23.367916
1908,2007,Hong Kong,6840000.0,2690000000.0,12260000.0,19450000.0,18.262,7.264,-1.813,12.81,23.571667,0.20975,23.536,23.056917,23.598583
1984,2008,Hong Kong,6882000.0,3360000000.0,11350000.0,17470000.0,-21.161,-7.276,4.037,-17.921,22.901583,0.19625,23.571667,23.536,23.417
2060,2009,Hong Kong,6925000.0,3207000000.0,12330000.0,21540000.0,26.004,3.526,-0.858,23.336,23.351168,0.24275,22.901583,23.571667,23.247417
2136,2010,Hong Kong,6966000.0,4020000000.0,10320000.0,24190000.0,12.149,-10.824999999999998,7.021,15.952999999999998,23.143833,0.26641667,23.351168,22.901583,23.056917
2212,2011,Hong Kong,7007000.0,3195000000.0,12530000.0,21460000.0,7.875,13.723999999999998,-7.3180000000000005,1.469,22.768166,0.22658333,23.143833,23.351168,23.536
2288,2012,Hong Kong,7047000.0,2890000000.0,12350000.0,19770000.0,-12.585,-1.3500000000000003,-2.266,-8.968,23.217,0.36,22.768166,23.143833,23.571667
2364,2013,Hong Kong,7089000.0,2743000000.0,12970000.0,20190000.0,8.473,5.58,-1.526,4.42,23.690374,0.57475,23.217,22.768166,22.901583
20,1980,Hungary,10750000.0,9742000000.0,27540000.0,14160000.0,1.068,-1.861,6.797999999999999,-3.869,8.896916,0.23233333,,,
82,1981,Hungary,10750000.0,9912000000.0,27430000.0,13700000.0,-3.423,0.454,2.121,-5.998,10.058666,0.25991666,8.896916,,
144,1982,Hungary,10720000.0,10420000000.0,28410000.0,12950000.0,1.439,4.024,4.208,-6.791999999999999,10.1865835,0.2595,10.058666,8.896916,
206,1983,Hungary,10670000.0,10390000000.0,27110000.0,12950000.0,-12.519,-5.896,-0.303,-6.32,10.6155,0.28733334,10.1865835,10.058666,
268,1984,Hungary,10620000.0,10820000000.0,27230000.0,11620000.0,4.791,-2.489,1.82,5.46,9.837167,0.29566666,10.6155,10.1865835,
330,1985,Hungary,10570000.0,11190000000.0,25630000.0,11970000.0,2.74,-1.6049999999999998,2.102,2.243,9.092333,0.26133335,9.837167,10.6155,8.896916
392,1986,Hungary,10520000.0,11810000000.0,25340000.0,11300000.0,-4.232,-1.035,6.235,-9.432,9.776667,0.27258334,9.092333,9.837167,10.058666
454,1987,Hungary,10470000.0,11810000000.0,25600000.0,11570000.0,4.678,-0.04700000000000001,-0.786,5.510000000000001,9.53775,0.258,9.776667,9.092333,10.1865835
516,1988,Hungary,10430000.0,11640000000.0,23630000.0,10570000.0,-14.975,-4.931,-1.178,-8.866,10.224,0.2365,9.53775,9.776667,10.6155
578,1989,Hungary,10400000.0,11840000000.0,22250000.0,10630000.0,-9.984,-8.595,2.01,-3.3989999999999996,10.63375,0.27783334,10.224,9.53775,9.837167
640,1990,Hungary,10380000.0,11160000000.0,20310000.0,10310000.0,-3.3959999999999995,-2.218,-5.289,4.111,10.920333,0.27708334,10.63375,10.224,9.092333
703,1991,Hungary,10360000.0,11130000000.0,19870000.0,9491000.0,-21.155,-4.926,-0.8690000000000001,-15.36,9.680166,0.23658334,10.920333,10.63375,9.776667
770,1992,Hungary,10360000.0,9871000000.0,18370000.0,9498000.0,-18.003,-6.547999999999999,-12.429,0.9739999999999999,10.996333,0.30775,9.680166,10.920333,9.53775
845,1993,Hungary,10360000.0,10540000000.0,18020000.0,9334000.0,-3.6139999999999994,-5.965,6.878,-4.527,10.120916,0.23816666,10.996333,9.680166,10.224
921,1994,Hungary,10360000.0,10630000000.0,16780000.0,9406000.0,3.02,-2.783,0.9579999999999999,4.844,11.545417,0.25658333,10.120916,10.996333,10.63375
997,1995,Hungary,10350000.0,11520000000.0,16930000.0,8961000.0,1.88,-0.84,8.508,-5.788,10.30275,0.23324999,11.545417,10.120916,10.920333
1073,1996,Hungary,10330000.0,12830000000.0,17440000.0,8428000.0,4.647,-0.63,12.357999999999999,-7.081,9.357,0.26116666,10.30275,11.545417,9.680166
1149,1997,Hungary,10310000.0,12200000000.0,17290000.0,8643000.0,-7.571000000000001,-2.235,-6.148,0.8119999999999999,9.871917,0.25558335,9.357,10.30275,10.996333
1225,1998,Hungary,10280000.0,12270000000.0,16600000.0,9030000.0,3.331,-1.41,0.7840000000000001,3.9569999999999994,10.361834,0.25349998,9.871917,9.357,10.120916
1301,1999,Hungary,10250000.0,12370000000.0,16700000.0,8651000.0,0.058,1.899,1.498,-3.3379999999999996,10.655,0.26525,10.361834,9.871917,11.545417
1377,2000,Hungary,10220000.0,12040000000.0,15170000.0,8319000.0,-9.513,-3.1779999999999995,-2.888,-3.448,11.700334,0.275,10.655,10.361834,10.30275
1453,2001,Hungary,10190000.0,13370000000.0,15250000.0,8006000.0,8.399,-2.243,12.257,-1.614,10.52375,0.23575,11.700334,10.655,9.357
1529,2002,Hungary,10170000.0,13390000000.0,14050000.0,8153000.0,-3.3480000000000003,-1.503,1.162,-3.007,11.432083,0.23466666,10.52375,11.700334,9.871917
1605,2003,Hungary,10140000.0,14580000000.0,14690000.0,7852000.0,9.9,0.964,12.508000000000001,-3.5720000000000005,10.597917,0.29625002,11.432083,10.52375,10.361834
1681,2004,Hungary,10110000.0,14450000000.0,13470000.0,7908000.0,-1.8310000000000002,-2.187,-2.021,2.377,10.3115,0.26491666,10.597917,11.432083,10.655
1757,2005,Hungary,10090000.0,14980000000.0,11590000.0,8987000.0,12.152,-4.43,4.439,12.143,9.942583,0.24608333,10.3115,10.597917,11.700334
1833,2006,Hungary,10060000.0,14200000000.0,12030000.0,9474000.0,-2.385,0.135,-7.41,4.89,10.629084,0.29625002,9.942583,10.3115,10.52375
1909,2007,Hungary,10020000.0,13270000000.0,12050000.0,9345000.0,-8.486,0.606,-8.745,-0.347,11.70725,0.25283334,10.629084,9.942583,11.432083
1985,2008,Hungary,9992000.0,13100000000.0,11840000.0,9204000.0,-7.372,-1.041,-1.675,-4.656,11.531083,0.25683334,11.70725,10.629084,10.597917
2061,2009,Hungary,9959000.0,11330000000.0,10680000.0,9096000.0,-27.154,-5.577000000000001,-16.386,-5.191,11.3810835,0.29816666,11.531083,11.70725,10.3115
2137,2010,Hungary,9927000.0,12130000000.0,10990000.0,8670000.0,4.618,1.591,7.718,-4.691,10.347834,0.26541665,11.3810835,11.531083,9.942583
2213,2011,Hungary,9896000.0,11580000000.0,11610000.0,8260000.0,0.059,0.239,-5.019,4.84,10.877,0.31216666,10.347834,11.3810835,10.629084
2289,2012,Hungary,9864000.0,10330000000.0,11410000.0,7670000.0,-19.428,-1.194,-11.735999999999999,-6.499,11.293667,0.36175,10.877,10.347834,11.70725
2365,2013,Hungary,9834000.0,9604000000.0,11250000.0,7577000.0,-11.386,-3.777,-6.598,-1.011,12.3015,0.32025,11.293667,10.877,11.531083
21,1980,Iceland,228300.0,0.0,12000.0,638800.0,-0.46,0.061,0.0,-0.521,1.8332499,0.4025,,,
83,1981,Iceland,230700.0,0.0,24000.0,580700.0,0.004,0.171,0.0,-0.167,0.64150006,0.407,1.8332499,,
145,1982,Iceland,233300.0,0.0,25000.0,522600.0,-0.613,-0.028,0.0,-0.585,1.34425,0.35708332,0.64150006,1.8332499,
207,1983,Iceland,236000.0,0.0,37000.0,580700.0,-0.01,0.166,0.0,-0.17600000000000002,0.81775,0.32208332,1.34425,0.64150006,
269,1984,Iceland,238800.0,0.0,55000.0,617400.0,0.474,0.212,0.0,0.262,2.0592499,0.34383333,0.81775,1.34425,
331,1985,Iceland,241600.0,0.0,69000.0,624300.0,0.032,0.053,0.0,-0.021,1.4100833,0.38125,2.0592499,0.81775,1.8332499
393,1986,Iceland,244300.0,0.0,74000.0,630700.0,0.19400000000000003,0.103,0.0,0.09000000000000001,1.545,0.33183333,1.4100833,2.0592499,0.64150006
455,1987,Iceland,247100.0,0.0,60000.0,685100.0,0.332,-0.18699999999999997,0.0,0.518,2.547,0.30558333,1.545,1.4100833,1.34425
517,1988,Iceland,249800.0,0.0,67000.0,730500.0,0.319,0.006000000000000001,0.0,0.312,1.2264166,0.31975,2.547,1.545,0.81775
579,1989,Iceland,252400.0,0.0,71000.0,768300.0,0.552,0.051,0.0,0.501,1.3808333,0.31733334,1.2264166,2.547,2.0592499
641,1990,Iceland,255000.0,0.0,65000.0,781600.0,0.114,-0.037,0.0,0.15,1.77475,0.31525,1.3808333,1.2264166,1.4100833
704,1991,Iceland,257600.0,0.0,60000.0,735700.0,-0.455,0.024000000000000004,0.0,-0.4789999999999999,2.5400834,0.31599998,1.77475,1.3808333,1.545
771,1992,Iceland,260200.0,0.0,50000.0,784400.0,0.407,-0.165,0.0,0.572,1.7690834,0.35116667,2.5400834,1.77475,2.547
846,1993,Iceland,262600.0,0.0,53000.0,813800.0,0.318,0.02,0.0,0.298,1.7032499,0.352,1.7690834,2.5400834,1.2264166
922,1994,Iceland,265100.0,0.0,71000.0,919800.0,0.10000000000000002,-0.008,0.0,0.108,1.5843333,0.33125,1.7032499,1.7690834,1.3808333
998,1995,Iceland,267600.0,0.0,65000.0,840100.0,0.161,0.11,0.0,0.051,1.06825,0.28916666,1.5843333,1.7032499,1.77475
1074,1996,Iceland,270100.0,0.0,66000.0,929000.0,0.9780000000000001,-0.007,0.0,0.985,2.3195,0.36158332,1.06825,1.5843333,2.5400834
1150,1997,Iceland,272700.0,0.0,58000.0,914800.0,-0.148,0.027,0.0,-0.17499999999999996,2.2236667,0.39883333,2.3195,1.06825,1.7690834
1226,1998,Iceland,275300.0,0.0,70000.0,936900.0,0.148,-0.077,0.0,0.226,1.60775,0.32558334,2.2236667,2.3195,1.7032499
1302,1999,Iceland,277900.0,0.0,60000.0,941500.0,0.09900000000000002,0.115,0.0,-0.016,1.84225,0.30225,1.60775,2.2236667,1.5843333
1378,2000,Iceland,280400.0,0.0,101000.0,957800.0,0.486,0.304,0.0,0.18200000000000002,2.10325,0.34041667,1.84225,1.60775,1.06825
1454,2001,Iceland,282900.0,0.0,98000.0,919400.0,-0.49700000000000005,0.09300000000000001,0.0,-0.591,2.3649168,0.32891667,2.10325,1.84225,2.3195
1530,2002,Iceland,285300.0,0.0,98000.0,934500.0,0.35799999999999993,-0.005,0.0,0.36199999999999993,2.6658332,0.36699998,2.3649168,2.10325,2.2236667
1606,2003,Iceland,288000.0,0.0,85000.0,936900.0,0.079,-0.022000000000000002,0.0,0.10100000000000002,3.3408334,0.39791667,2.6658332,2.3649168,1.60775
1682,2004,Iceland,291100.0,0.0,104000.0,979700.0,0.492,0.056,0.0,0.436,2.9484167,0.37941667,3.3408334,2.6658332,1.84225
1758,2005,Iceland,295000.0,0.0,117000.0,994500.0,0.127,-0.056,0.0,0.18299999999999997,2.2003334,0.397,2.9484167,3.3408334,2.10325
1834,2006,Iceland,299700.0,0.0,108000.0,1046000.0,0.19699999999999998,0.028,0.0,0.169,2.6825,0.42225,2.2003334,2.9484167,2.3649168
1910,2007,Iceland,305200.0,0.0,121000.0,1045000.0,0.116,0.083,0.0,0.033,2.5614166,0.34991667,2.6825,2.2003334,2.6658332
1986,2008,Iceland,310900.0,0.0,109000.0,953900.0,-0.9289999999999999,-0.167,0.0,-0.763,2.3129168,0.34425,2.5614166,2.6825,3.3408334
2062,2009,Iceland,316100.0,0.0,98000.0,885100.0,-0.779,-0.083,0.0,-0.6960000000000001,2.464,0.34575,2.3129168,2.5614166,2.9484167
2138,2010,Iceland,320300.0,0.0,106000.0,850700.0,-0.318,0.056,0.0,-0.37399999999999994,2.6764166,0.36091667,2.464,2.3129168,2.2003334
2214,2011,Iceland,323500.0,0.0,105000.0,836400.0,-0.114,0.0,0.0,-0.114,2.3154166,0.33258334,2.6764166,2.464,2.6825
2290,2012,Iceland,325600.0,0.0,104000.0,827400.0,-0.065,0.025000000000000005,0.0,-0.09000000000000001,2.4634166,0.52091664,2.3154166,2.6764166,2.5614166
2366,2013,Iceland,327200.0,0.0,120000.0,866600.0,0.539,0.167,0.0,0.373,2.92025,0.61975,2.4634166,2.3154166,2.3129168
22,1980,India,699000000.0,1444000000.0,97790000.0,37340000.0,31.588000000000005,32.072,-7.828,7.343,24.593082,0.21516667,,,
84,1981,India,715400000.0,1812000000.0,110200000.0,42330000.0,119.867,82.578,8.451,28.839,24.228416,0.21841666,24.593082,,
146,1982,India,732200000.0,2520000000.0,117400000.0,42800000.0,14.915,-8.238,6.153,17.001,24.21825,0.18991667,24.228416,24.593082,
208,1983,India,749400000.0,3002000000.0,124700000.0,44890000.0,71.764,45.144,4.923,21.697,23.938,0.178,24.21825,24.228416,
270,1984,India,766800000.0,3200000000.0,135000000.0,47850000.0,76.46,39.263,4.483,32.714,24.185083,0.18924999,23.938,24.21825,
332,1985,India,784400000.0,3823000000.0,141700000.0,51970000.0,87.543,39.086,7.888000000000001,40.569,24.486334,0.21433334,24.185083,23.938,24.593082
394,1986,India,802000000.0,5098000000.0,152700000.0,54990000.0,107.639,63.842999999999996,17.172,26.624,24.2945,0.22041667,24.486334,24.185083,24.228416
456,1987,India,819700000.0,6429000000.0,165100000.0,57430000.0,117.074,90.39,9.177,17.507,24.789083,0.20033333,24.2945,24.486334,24.21825
518,1988,India,837500000.0,8779000000.0,176300000.0,62950000.0,140.59,73.928,11.928000000000003,54.734,24.727749,0.167,24.789083,24.2945,23.938
580,1989,India,855300000.0,8921000000.0,187300000.0,66780000.0,161.055,94.384,15.4,51.272,24.162334,0.21825,24.727749,24.789083,24.185083
642,1990,India,873300000.0,11300000000.0,200200000.0,67880000.0,140.871,96.084,19.023,25.764,24.178165,0.23633334,24.162334,24.727749,24.486334
705,1991,India,891300000.0,12720000000.0,215500000.0,69220000.0,106.294,81.853,13.181,11.261000000000001,24.31175,0.18575001,24.178165,24.162334,24.2945
772,1992,India,909300000.0,13500000000.0,227800000.0,73980000.0,132.647,80.379,15.238999999999999,37.029,24.222918,0.21608333,24.31175,24.178165,24.789083
847,1993,India,927400000.0,15060000000.0,239000000.0,76190000.0,61.494,51.369,2.324,7.800999999999999,24.408667,0.21525,24.222918,24.31175,24.727749
923,1994,India,945600000.0,16810000000.0,252100000.0,82110000.0,115.002,47.662,11.898000000000001,55.442,24.296417,0.23191667,24.408667,24.222918,24.162334
999,1995,India,963900000.0,17770000000.0,267500000.0,91400000.0,209.30499999999998,94.32599999999998,22.209,92.769,24.42975,0.18858333,24.296417,24.408667,24.178165
1075,1996,India,982400000.0,19720000000.0,281100000.0,97620000.0,134.777,46.869,16.539,71.369,24.436916,0.18508333,24.42975,24.296417,24.31175
1151,1997,India,1001000000.0,20300000000.0,291600000.0,102600000.0,161.703,77.441,17.209,67.053,24.047333,0.22308333,24.436916,24.42975,24.222918
1227,1998,India,1019000000.0,21540000000.0,294500000.0,102100000.0,152.971,58.417,20.902,73.652,24.755417,0.16466667,24.047333,24.436916,24.408667
1303,1999,India,1038000000.0,21300000000.0,312200000.0,113800000.0,90.29900000000002,-17.025,5.805,101.519,24.659832,0.17108333,24.755417,24.047333,24.296417
1379,2000,India,1057000000.0,20350000000.0,323900000.0,126500000.0,188.96,114.47700000000002,12.393,62.09,24.498,0.20025,24.659832,24.755417,24.42975
1455,2001,India,1075000000.0,20070000000.0,334200000.0,126100000.0,23.606000000000005,15.934,0.651,7.021,24.581917,0.20258333,24.498,24.659832,24.436916
1531,2002,India,1093000000.0,26080000000.0,347800000.0,131000000.0,181.33900000000003,85.731,11.267000000000001,84.341,24.913,0.19375,24.581917,24.498,24.047333
1607,2003,India,1112000000.0,27300000000.0,358500000.0,136800000.0,149.712,95.36200000000001,18.725,35.626,24.649918,0.2565,24.913,24.581917,24.755417
1683,2004,India,1130000000.0,30800000000.0,398400000.0,143800000.0,194.46400000000003,134.711,22.422,37.331,24.634583,0.199,24.649918,24.913,24.659832
1759,2005,India,1148000000.0,35940000000.0,420500000.0,143200000.0,275.555,212.585,36.565,26.405,24.495417,0.18158333,24.634583,24.649918,24.498
1835,2006,India,1165000000.0,38790000000.0,447400000.0,154100000.0,183.975,94.313,15.516,74.147,24.732082,0.21883333,24.495417,24.634583,24.581917
1911,2007,India,1183000000.0,41360000000.0,487600000.0,165700000.0,386.061,241.145,29.331,115.586,24.649916,0.17591667,24.732082,24.495417,24.913
1987,2008,India,1201000000.0,43000000000.0,533100000.0,171300000.0,315.652,223.74799999999996,11.774,80.13,24.406,0.17808333,24.649916,24.732082,24.649918
2063,2009,India,1218000000.0,53320000000.0,583000000.0,175300000.0,432.949,250.755,91.204,90.99,25.146667,0.165,24.406,24.649916,24.634583
2139,2010,India,1234000000.0,64500000000.0,620100000.0,182500000.0,250.818,111.068,98.53500000000001,41.215,25.050833,0.20683333,25.146667,24.406,24.495417
2215,2011,India,1250000000.0,64020000000.0,648400000.0,187000000.0,266.133,165.701,13.243,87.18900000000001,24.415583,0.21333334,25.050833,25.146667,24.732082
2291,2012,India,1266000000.0,59630000000.0,704300000.0,197300000.0,365.122,294.917,-45.868,116.073,24.640833,0.27091667,24.415583,25.050833,24.649916
2367,2013,India,1281000000.0,52510000000.0,732300000.0,198800000.0,212.173,265.095,-66.798,13.876,25.41325,0.2935,24.640833,24.415583,24.406
23,1980,Indonesia,147400000.0,7023000000.0,228500.0,23690000.0,19.876,0.616,-4.365,23.624,26.03025,0.18566667,,,
85,1981,Indonesia,150900000.0,7023000000.0,214500.0,26420000.0,25.963000000000005,0.19800000000000004,-0.102,25.867,26.030916,0.23891667,26.03025,,
147,1982,Indonesia,154500000.0,6684000000.0,200400.0,27820000.0,6.028,-0.17400000000000002,-3.5529999999999995,9.755,25.94175,0.23966667,26.030916,26.03025,
209,1983,Indonesia,158000000.0,8949000000.0,281700.0,27290000.0,18.141,0.0,23.142,-5.001,26.238333,0.20425001,25.94175,26.030916,
271,1984,Indonesia,161500000.0,10450000000.0,1261000.0,27290000.0,28.765,0.14,15.225,13.401000000000002,25.77325,0.219,26.238333,25.94175,
333,1985,Indonesia,165000000.0,12350000000.0,2447000.0,27000000.0,22.684,7.361999999999999,19.387,-4.064,25.994083,0.23808333,25.77325,26.238333,26.03025
395,1986,Indonesia,168400000.0,13340000000.0,3861000.0,27330000.0,39.416,6.349999999999999,9.846,23.221,26.057167,0.21383333,25.994083,25.77325,26.030916
457,1987,Indonesia,171700000.0,13790000000.0,4841000.0,28700000.0,25.408,9.548,4.669,11.191,26.368334,0.19733334,26.057167,25.994083,25.94175
519,1988,Indonesia,175000000.0,14640000000.0,6225000.0,30480000.0,25.089,1.175,8.628,15.286,26.250666,0.20466667,26.368334,26.057167,26.238333
581,1989,Indonesia,178200000.0,16400000000.0,7495000.0,33900000.0,49.904,13.793,17.763,18.348,26.054,0.246,26.250666,26.368334,25.77325
643,1990,Indonesia,181400000.0,17830000000.0,8352000.0,37800000.0,52.67600000000001,-1.545,5.372,48.85,26.237833,0.2775,26.054,26.250666,25.994083
706,1991,Indonesia,184600000.0,21660000000.0,9309000.0,40420000.0,49.483,0.478,25.957000000000004,23.048,26.075167,0.18658334,26.237833,26.054,26.057167
773,1992,Indonesia,187700000.0,22560000000.0,9650000.0,41000000.0,58.451,8.885,17.909,31.657,26.170166,0.21241666,26.075167,26.237833,26.368334
848,1993,Indonesia,190900000.0,24060000000.0,9711000.0,44480000.0,43.30100000000001,8.146,13.095,22.059,26.138834,0.16833334,26.170166,26.075167,26.250666
924,1994,Indonesia,193900000.0,27330000000.0,10810000.0,45180000.0,54.242,0.02,42.14,12.080999999999998,26.08425,0.18858333,26.138834,26.170166,26.054
1000,1995,Indonesia,196900000.0,30050000000.0,12270000.0,45530000.0,51.179,5.761,14.753,30.665000000000003,26.229668,0.15900001,26.08425,26.138834,26.237833
1076,1996,Indonesia,199900000.0,32190000000.0,13530000.0,49770000.0,56.544999999999995,12.110999999999999,11.720999999999998,32.713,26.215,0.13825,26.229668,26.08425,26.075167
1152,1997,Indonesia,202800000.0,31870000000.0,15730000.0,54700000.0,87.483,17.54,12.809,57.13399999999999,26.371916,0.187,26.215,26.229668,26.170166
1228,1998,Indonesia,205700000.0,27830000000.0,17740000.0,52500000.0,-31.921000000000003,6.783,-11.125,-27.578999999999997,26.75475,0.15608333,26.371916,26.215,26.138834
1304,1999,Indonesia,208600000.0,31840000000.0,22850000.0,56040000.0,89.24399999999999,37.452,25.928,25.865,26.1335,0.158,26.75475,26.371916,26.08425
1380,2000,Indonesia,211500000.0,27120000000.0,24780000.0,68750000.0,93.753,16.105,5.134,72.513,26.19025,0.18366666,26.1335,26.75475,26.229668
1456,2001,Indonesia,214400000.0,20550000000.0,28360000.0,69060000.0,61.729000000000006,41.262,11.294000000000002,9.172,26.32975,0.18841667,26.19025,26.1335,26.215
1532,2002,Indonesia,217400000.0,22570000000.0,29260000.0,69860000.0,60.145999999999994,6.124,29.689000000000004,24.334,26.529,0.19008334,26.32975,26.19025,26.371916
1608,2003,Indonesia,220300000.0,22800000000.0,32670000.0,71500000.0,102.70300000000002,68.631,24.547,9.524,26.4455,0.22191666,26.529,26.32975,26.75475
1684,2004,Indonesia,223300000.0,19120000000.0,36080000.0,78480000.0,-9.287,-21.871,-33.56,46.144,26.434834,0.198,26.4455,26.529,26.1335
1760,2005,Indonesia,226300000.0,20360000000.0,41350000.0,79650000.0,32.24,36.101,1.914,-5.775000000000001,26.45375,0.1825,26.434834,26.4455,26.19025
1836,2006,Indonesia,229300000.0,28100000000.0,43390000.0,75090000.0,23.926,52.376,7.178,-35.627,26.38175,0.21275,26.45375,26.434834,26.32975
1912,2007,Indonesia,232400000.0,31900000000.0,51490000.0,78460000.0,101.113,85.473,-24.693,40.333,26.293083,0.18058333,26.38175,26.45375,26.529
1988,2008,Indonesia,235500000.0,33980000000.0,53470000.0,81170000.0,-23.933000000000003,-54.79,50.526,-19.669,26.06525,0.16733333,26.293083,26.38175,26.4455
2064,2009,Indonesia,238600000.0,38070000000.0,56300000.0,83020000.0,52.217999999999996,19.333,24.060999999999996,8.823,26.455,0.19749999,26.06525,26.293083,26.434834
2140,2010,Indonesia,241800000.0,41350000000.0,65870000.0,87470000.0,140.66,73.346,19.468,47.847,26.537,0.20483333,26.455,26.06525,26.45375
2216,2011,Indonesia,245100000.0,37380000000.0,66000000.0,90210000.0,172.40099999999998,86.04,-13.133000000000001,99.493,26.20225,0.19458334,26.537,26.455,26.38175
2292,2012,Indonesia,248500000.0,39020000000.0,67000000.0,94230000.0,99.068,71.371,2.369,25.328999999999997,26.322083,0.24458334,26.20225,26.537,26.293083
2368,2013,Indonesia,251800000.0,42190000000.0,72070000.0,92170000.0,70.272,46.454,15.343,8.476,26.467001,0.21225,26.322083,26.20225,26.06525
24,1980,Iran,38650000.0,6570000000.0,1783000.0,34260000.0,-33.696,0.702,-5.567,-28.831,18.328833,0.25716665,,,
86,1981,Iran,40200000.0,4390000000.0,1490000.0,33680000.0,-0.626,-2.294,3.926,-2.258,18.41825,0.27408335,18.328833,,
148,1982,Iran,41870000.0,5664000000.0,2008000.0,38330000.0,51.645999999999994,4.052,18.211,29.384,17.32675,0.27533334,18.41825,18.328833,
210,1983,Iran,43640000.0,8779000000.0,1895000.0,45580000.0,86.77,-0.8850000000000001,9.642,78.014,17.959917,0.29983333,17.32675,18.41825,
272,1984,Iran,45470000.0,13480000000.0,1467000.0,44420000.0,45.26500000000001,-3.3540000000000005,12.656,35.964,17.627916,0.27225,17.959917,17.32675,
334,1985,Iran,47350000.0,16990000000.0,1444000.0,45880000.0,53.92600000000001,-0.18499999999999997,7.076,47.035,18.111334,0.28291667,17.627916,17.959917,18.328833
396,1986,Iran,49260000.0,15180000000.0,1422000.0,48200000.0,-44.373,-0.17,-3.81,-40.394,17.700666,0.24541667,18.111334,17.627916,18.41825
458,1987,Iran,51190000.0,16000000000.0,1399000.0,50170000.0,41.623,-0.18099999999999997,20.863,20.941,18.39625,0.24283333,17.700666,18.111334,17.32675
520,1988,Iran,53080000.0,19990000000.0,1444000.0,50530000.0,35.352,0.34800000000000003,9.757,25.247,18.512167,0.23241667,18.39625,17.700666,17.959917
582,1989,Iran,54820000.0,22200000000.0,1061000.0,56040000.0,68.751,-2.983,32.494,39.24,17.993084,0.31341666,18.512167,18.39625,17.627916
644,1990,Iran,56370000.0,21650000000.0,1087000.0,58190000.0,92.13100000000001,0.002,71.817,20.312,18.426416,0.30933332,17.993084,18.512167,18.111334
707,1991,Iran,57680000.0,22740000000.0,1581000.0,62430000.0,77.065,3.531,37.325,36.209,18.02925,0.21283333,18.426416,17.993084,17.700666
774,1992,Iran,58780000.0,25000000000.0,1400000.0,62950000.0,79.13,-1.406,39.873,40.664,16.94975,0.2565,18.02925,18.426416,18.39625
849,1993,Iran,59720000.0,26570000000.0,1645000.0,64340000.0,-81.187,2.381,-140.051,56.483,17.741083,0.23441666,16.94975,18.02925,18.512167
925,1994,Iran,60590000.0,31800000000.0,1653000.0,65560000.0,124.246,0.051,95.921,28.274,18.386,0.21416667,17.741083,16.94975,17.993084
1001,1995,Iran,61440000.0,35200000000.0,1546000.0,66200000.0,57.842999999999996,-0.8130000000000001,57.627,1.029,18.407917,0.2215,18.386,17.741083,18.426416
